,ID,Call Number,GLOTREC|Cat Link,Catalogue,Library Catalogue,Year,Publisher,Place,Title,Authors,Pages,Format,School Subject,Level of Education,Document Type,Country of Use
300,733888399,"RA G-22(1,2011)2",gei733888399,GEI,PPN=733888399,2010,Santillana,Ciudad de Buenos Aires,Geografía de la Argentina Mariana B. Arzeno ...,"['Arzeno, Mariana', 'Garcia, Patricia']","256 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
301,733888895,"RA G-22(1,2012)3",gei733888895,GEI,PPN=733888895,2012,Santillana,Buenos Aires,Espacios geográficos en América y en el mundo Mariana B. Arzeno ...,"['Arzeno, Mariana', 'Garcia, Patricia']","255 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
302,733890911,"RA H-51(1,2010)4",gei733890911,GEI,PPN=733890911,2010,Santillana,Buenos Aires,"Historia Argentina y el mundo 4o año ES, [Schülerbd.] La primera mitad del siglo XX / Andrea N. Andújar ... ed.: Victoria M. Vissani","['Andujar, Andrea', 'Vissani, Victoria']","255 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
303,733891195,"RA H-51(1,2011)5",gei733891195,GEI,PPN=733891195,2011,Santillana,Buenos Aires,"Historia Argentina y el mundo 5o año ES, [Schülerbd.] La segunda mitad del siglo XX / Andrea N. Andújar ... ed.: Victoria M. Vissani","['Andujar, Andrea', 'Vissani, Victoria']","239 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
304,733893112,"RA H-52(1,2012)",gei733893112,GEI,PPN=733893112,2012,Santillana,Buenos Aires,Historia Argentina en el contexto latinoamericano y mundial (1850 hasta nuestros días) Andrea N. Andújar ...,"['Andujar, Andrea']","352 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
305,733894216,"RA S-39(1,2010)1",gei733894216,GEI,PPN=733894216,2010,Doce Orcas,Ciudad de Buenos Aires,Ciencias sociales educación secundaria ; primer año Gabriel Darío Cora ...,"['Cora, Gabriel']","191 S. Ill., graph. Darst., Kt.",Book,History | Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
306,733896596,"RA H-49(1,2006)1",gei733896596,GEI,PPN=733896596,2006,Tinta Fresca,Ciudad de Buenos Aires,Historia moderna Europa y América (1450-1850) Coord.: José Emilio Burucúa,"['Burucua, Jose', 'Devoto, Fernando']","223 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
307,733898734,"RA H-49(1,2006)2",gei733898734,GEI,PPN=733898734,2006,Tinta Fresca,Ciudad de Buenos Aires,Historia contemporánea la Argentina y el mundo (1850-2005) Julio Melón Pirro (coord.) ...,"['Melon Pirro, Julio', 'Devoto, Fernando']","223 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
308,733905889,"RA S-34(2,2012)1",gei733905889,GEI,PPN=733905889,2012,Tinta Fresca,Buenos Aires,"Ciencias sociales educacion secundaria 1er año, [Schülerbd.] / Carlos Carabelli ...","['Carabelli, Carlos']","237 S. Ill., graph. Darst., Kt.",Book,History | Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
309,733906737,"RA S-35(1,2012)1",gei733906737,GEI,PPN=733906737,2007,Kapelusz,Buenos Aires,"Ciencias sociales para pensar 1, [Schülerbd.] = 7 primaria / Silvia Vázquez de Fernández ...","['Vazquez De Fernandez, Silvia']","303 S. Ill., graph. Darst., Kt. Beil. (62 S.)",Book,Social studies/politics | History | Geography,ISCED 2 - Lower secondary level,Textbook,Argentina
310,733907415,"RA G-23(1,2009)1",gei733907415,GEI,PPN=733907415,2004,Kapelusz,Buenos Aires,Geografía del mundo y América Latina configuración y organización de los territorios,"['Bertone De Daguerre, Celia', 'Sassone, Susana']","279 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
311,733907598,"RA G-23(1,2009)2",gei733907598,GEI,PPN=733907598,2009,Kapelusz,Buenos Aires,Geografia de la Argentina configuración y organización del territorio,"['Bertone De Daguerre, Celia', 'Sassone, Susana']","279 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
312,733908535,"RA G-24(1,2011)5",gei733908535,GEI,PPN=733908535,2011,Estrada,San Isidro,"Huellas - geografía 5 ES, [Schülerbd.] Sociedad y economía en la Argentina actual / Luis Domínguez Roca ... Luis Domínguez Roca ...","['Dominguez Roca, Luis']","239 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
313,733908624,"RA G-24(1,2012)4",gei733908624,GEI,PPN=733908624,2012,Estrada,San Isidro,"Huellas - geografía 4 ES, [Schülerbd.] Sociedad y economía en el mundo actual / Luis Domínguez Roca ... Luis Domínguez Roca ...","['Dominguez Roca, Luis']","223 S. Ill., graph. Darst., Kt.",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
314,733909264,"RA H-54(1,2011)4",gei733909264,GEI,PPN=733909264,2011,Estrada,San Isidro,"Huellas - historia 4 ES, [Schülerbd.] El período de entreguerras / María Inés Tato ... María Inés Tato ... Coord.: Víctor Sabanes","['Tato, Maria', 'Sabanes, Victor']","239 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
315,733909523,"RA H-54(1,2011)5",gei733909523,GEI,PPN=733909523,2011,Estrada,San Isidro,"Huellas - historia 5 ES, [Schülerbd.] La segunda mitad del siglo XX / María Inés Tato ... María Inés Tato ... Coord.: Víctor Sabanes","['Tato, Maria', 'Sabanes, Victor']","255 S. Ill., graph. Darst., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
316,73391070X,"RA S-38(1,2012)5",gei73391070X,GEI,PPN=73391070X,2012,Estrada,San Isidro,"Huellas - política y ciudadanía 5 ES, [Schülerbd.] coord.: Isabelino A. Siede ...","['Siede, Isabelino']",207 S. Ill.,Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
317,733911838,"RA H-50(1,2012)1",gei733911838,GEI,PPN=733911838,2012,Puerto De Palos,San Isidro,"Logonautas - historia 1, [Schülerbd.] Desde los primeros hombres hasta el mundo feudal / autores: Silvia Ratto; Héctor Francisco; Alejandro Morín gerente de ediciones: Daniel M. Arroyo","['Ratto, Silvia', 'Francisco, Hector', 'Morin, Alejandro', 'Arroyo, Daniel']","251, [4] S. Ill., graph. Darst., Kt. Beil. (64 S.)",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
318,733912206,"RA H-50(1,2011)2",gei733912206,GEI,PPN=733912206,2008,Puerto De Palos,San Isidro,América y Europa entre los siglos XV y XVIII autores: María Inés Tato ...,"['Tato, Maria', 'Arroyo, Daniel']","219, [4] S. Ill., graph. Darst., Kt. Beil. (32 S.)",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
319,733912559,"RA H-50(1,2012)3",gei733912559,GEI,PPN=733912559,2009,Puerto De Palos,San Isidro,América y Europa entre los siglos XIX y XXI autores: Alina Silveira ...,"['Silveira, Alina', 'Arroyo, Daniel']","219, [4] S. Ill., graph. Darst., Kt. Beil. (32 S.)",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
320,733913539,"RA H-53(1,2010)1",gei733913539,GEI,PPN=733913539,2006,Puerto De Palos,San Isidro,"Argentina contemporánea autoría: Germán Friedmann, Profesor de Enseñanza Média y Superior en Historia (UBA) [und 6 weitere]","['Friedmann, German', 'Cosse, Isabella', 'Mareque, Carlos']","285, [4], 63 Seiten Illustrationen, Karten",Book,History,ISCED 3 - Upper secondary level,Textbook | Task Collection,Argentina
321,733913652,"RA H-53(1,2009)2",gei733913652,GEI,PPN=733913652,2002,Puerto De Palos,San Isidro,"Mundial contemporanéa autoría: Marisa Alonso, Profesor de Enseñanza Normal y Superior en Historia (UBA), Especialista en Didáctica (UBA), José Benclowicz, Profesor de Historia (UBA), María Bouzigues, Profesor de Enseñanza Secundaria, Normal y Especial en Historia (USAL) [und 7 weitere]","['Alonso, Marisa', 'Benclowicz, Jose', 'Bouzigues, Maria', 'Alonso, Maria', 'Mareque, Carlos']","315, [5], 63 Seiten Illustrationen, Karten 26 cm",Book,History,ISCED 3 - Upper secondary level,Textbook | Task Collection,Argentina
322,733914403,"RA S-32(1,2007)",gei733914403,GEI,PPN=733914403,2007,Aique,Buenos Aires,Derechos humanos y ciudadanía polimodal Gustavo Schujman; Laura Clérico; Vera Carnovale,"['Schujman, Gustavo', 'Clerico, Laura', 'Carnovale, Vera']","205 S. Ill., graph. Darst.",Book,Social studies/politics,ISCED 3 - Upper secondary level,Textbook,Argentina
323,733918239,"RA S-33(1,2011)1",gei733918239,GEI,PPN=733918239,2008,Aique,Buenos Aires,"Educación cívica construcción de ciudadanía 1, [Schülerbd.] Gustavo Schujman (ccord.); Miguel Mazzeo; Matías Maito (entrevistas)","['Schujman, Gustavo', 'Mazzeo, Miguel', 'Maito, Matias']","175 S. Ill., graph. Darst.",Book,Social studies/politics | Ethics,ISCED 2 - Lower secondary level,Textbook,Argentina
324,733918328,"RA S-33(1,2011)2",gei733918328,GEI,PPN=733918328,2011,Aique,Ciudad de Buenos Aires,"Educación cívica construcción de ciudadanía 2, [Schülerbd.] Gustavo Schujman; Miguel Mazzeo; Matías Maito","['Schujman, Gustavo', 'Mazzeo, Miguel', 'Maito, Matias']","174 S. Ill., graph. Darst.",Book,Social studies/politics | Ethics,ISCED 2 - Lower secondary level,Textbook,Argentina
325,74712423X,"RA S-36(1,2004)5",gei74712423X,GEI,PPN=74712423X,2004,Santillana,Buenos Aires,"Ciencias sociales bonaerense 5, [Schülerbd.] / Mabel B. Fariña ... dir.: Herminia Mérega","['Farina, Mabel', 'Merega, Herminia']","240 S. Ill., graph. Darst., Kt.",Book,Social studies/politics | History | Geography,ISCED 1 - Primary level,Textbook,Argentina
326,79043430X,"RA G-26(2,2014)2",gei79043430X,GEI,PPN=79043430X,2013,A-Z Editora,Buenos Aires,Geografía de América María Julia Echeverría; Silvia María Capuz,"['Echeverria, Maria', 'Capuz, Silvia']","334 Seiten Illustrationen, Diagramme, Karten",Book,Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
327,833555758,"RA H-55(1,76)4",gei833555758,GEI,PPN=833555758,1976,Kapelusz,Buenos Aires,"Historia 4, [Schülerbd.] Instituciones políticas y sociales de América hasta 1810 Juan Antonio Bustinza","['Bustinza, Juan']","[10], 213 S. Ill., Kt.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
328,833605038,"RA H-55(1,71)5",gei833605038,GEI,PPN=833605038,1971,Kapelusz,Buenos Aires,"Historia 5, [Schülerbd.] Instituciones políticas y sociales : Argentina y América Juan Antonio Bustinza","['Bustinza, Juan']","[3], 281 S. Ill.",Book,History,ISCED 3 - Upper secondary level,Textbook,Argentina
329,833613405,"RA H-56(5,85)",gei833613405,GEI,PPN=833613405,1985,Cesarini,Buenos Aires,"Antiguedad y tiempos medievales Martha B. Etchart, Martha C. Douzon, Maria E. Rabini","['Etchart, Martha', 'Douzon, Martha', 'Rabini, Maria']","385 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
330,833646885,"RA S-40(1,2001)9",gei833646885,GEI,PPN=833646885,2001,Santillana,Buenos Aires,"Ciencias sociales 9, [Schülerbd.] Patricia A. García ...","['Garcia, Patricia']","432 S. Ill., graph. Darst., Kt.",Book,Social studies/politics | History | Geography,ISCED 3 - Upper secondary level,Textbook,Argentina
331,833666584,"RA S-41(1,98)8",gei833666584,GEI,PPN=833666584,1998,Santillana,Buenos Aires,"Ciencias sociales 8, [Schülerbd.] Historia Liliana Cattáneo ...","['Cattaneo, Liliana']","352 S. Ill., graph. Darst., Kt.",Book,History,ISCED 2 - Lower secondary level,Textbook,Argentina
332,882836706,"RA G-17(3,48)3/4",gei882836706,GEI,PPN=882836706,1948,Estrada,Buenos Aires,"Geografía argentina para la escuela primaria ; [para 3o. y 4o. grados] 3,4 [Schülerband] Luis Arena","['Arena, Luis']","252 Seiten Illustrationen, Karten",Book,Social studies and science (primary level) | Geography,ISCED 1 - Primary level,Textbook,Argentina
333,88285402X,"RA G-25(8,54)",gei88285402X,GEI,PPN=88285402X,1954,Hme,Buenos Aires,Geografía y atlas libro segundo : por H.M.E.,[],"260 Seiten Illustrationen, Karten",Book,Social studies and science (primary level) | Geography,ISCED 1 - Primary level,Textbook,Argentina
334,898499704,,gei898499704,GEI,PPN=898499704,1873,Librería De Mayo,Buenos Aires,"Manual de enseñanza moral, para las escuelas primarias por D. Estevan Echeverria","['Echeverria, Esteban']","1 Online-Ressource (85 Seiten, Seite 328-411)",eBook,Ethics,ISCED 1 - Primary level,Textbook,Argentina
